store,date,year,month,week,is_q4,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,lag1,lag2,lag4,lag8,ma4,ma8,store_mean_to_prev,store_sd_to_prev,sin1,cos1,sin2,cos2,is_holiday_num,inter_holiday_lag1,inter_temp_holiday,inter_cpi_unemp
1,2010-08-27,2010,8,34,FALSE,1449142.92,Non-Holiday,85.22,2.619,211.5673056,7.787,1513080.49,1508237.76,1371986.6,1492418.14,1499699.1575,1483911.63375,1499543.212758621,83068.7246696416,-0.8229838658936564,-0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1647.4746087071999
1,2010-09-03,2010,9,35,FALSE,1540163.53,Non-Holiday,81.21,2.577,211.5312479,7.787,1449142.92,1513080.49,1605491.78,1546074.18,1518988.2375,1478502.23125,1497863.2030000004,82172.07434310117,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0,0,0,1647.1938273973
1,2010-09-10,2010,9,36,FALSE,1507460.69,Holiday,78.69,2.565,211.4951902,7.787,1540163.53,1449142.92,1508237.76,1448938.92,1502656.175,1477763.4,1499227.7296774196,81180.62135579759,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,1,1540163.53,78.69,1646.9130460874
1,2010-09-17,2010,9,37,FALSE,1430378.67,Non-Holiday,82.11,2.582,211.5224596,7.787,1507460.69,1540163.53,1513080.49,1385065.2,1502461.9075,1485078.62125,1499485.0096875003,79914.94604708493,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0,0,0,1647.1253929052
1,2010-09-24,2010,9,38,FALSE,1351791.03,Non-Holiday,80.94,2.624,211.5972246,7.787,1430378.67,1507460.69,1449142.92,1371986.6,1481786.4525,1490742.805,1497390.8781818186,79581.42840997498,-0.992708874098054,-0.12053668025532356,0.23931566428755877,-0.9709418174260518,0,0,0,1647.7075879602
1,2010-10-01,2010,10,39,TRUE,1453329.5,Non-Holiday,71.89,2.603,211.6719895,7.838,1351791.03,1430378.67,1540163.53,1605491.78,1457448.48,1488218.35875,1493108.5297058828,82171.18612261456,-1,-1.8369701987210297e-16,3.6739403974420594e-16,-1,0,0,0,1659.0850537009999
1,2010-10-08,2010,10,40,TRUE,1508239.93,Non-Holiday,63.93,2.633,211.7467544,7.838,1453329.5,1351791.03,1507460.69,1508237.76,1435739.9725,1469198.07375,1491971.9860000003,81259.49452703397,-0.992708874098054,0.12053668025532321,-0.23931566428755807,-0.9709418174260519,0,0,0,1659.6710609872
1,2010-10-15,2010,10,41,TRUE,1459409.1,Non-Holiday,67.18,2.72,211.8137436,7.838,1508239.93,1453329.5,1430378.67,1513080.49,1435934.7825,1469198.345,1492423.8733333338,80167.53040105758,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,0,0,0,1660.1961223368
1,2010-10-22,2010,10,42,TRUE,1345454,Non-Holiday,69.86,2.725,211.8612937,7.838,1459409.1,1508239.93,1351791.03,1449142.92,1443192.3900000001,1462489.42125,1491531.5821621625,79257.79047210759,-0.9350162426854148,0.35460488704253557,-0.6631226582407952,-0.7485107481711012,0,0,0,1660.5688200206
1,2010-10-29,2010,10,43,TRUE,1384209.22,Non-Holiday,69.64,2.716,211.9088438,7.838,1345454,1459409.1,1453329.5,1540163.53,1441608.1325,1449528.30625,1487687.4352631583,81628.75175469002,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,0,0,0,1660.9415177044
1,2010-11-05,2010,11,44,TRUE,1551659.28,Non-Holiday,58.74,2.689,211.9563939,7.838,1384209.22,1345454,1508239.93,1507460.69,1424328.0625,1430034.0175,1485034.147692308,82218.7204752269,-0.822983865893657,0.5680647467311548,-0.9350162426854141,-0.35460488704253784,0,0,0,1661.3142153882
1,2010-11-12,2010,11,45,TRUE,1494479.49,Non-Holiday,59.61,2.728,212.003944,7.838,1551659.28,1384209.22,1459409.1,1430378.67,1435182.9,1435558.84125,1486699.7760000003,81848.14252861976,-0.7485107481711011,0.6631226582407952,-0.992708874098054,-0.12053668025532294,0,0,0,1661.686913072
1,2010-11-19,2010,11,46,TRUE,1483784.18,Non-Holiday,51.41,2.771,211.8896737,7.838,1494479.49,1551659.28,1345454,1351791.03,1443950.4975,1443571.44375,1486889.5251219517,80852.73954533236,-0.6631226582407955,0.7485107481711009,-0.9927088740980541,0.12053668025532208,0,0,0,1660.7912624606001
1,2010-11-26,2010,11,47,TRUE,1955624.11,Holiday,64.52,2.735,211.7484333,7.838,1483784.18,1494479.49,1384209.22,1453329.5,1478533.0425,1460070.5875,1486815.5883333336,79885.81117541954,-0.5680647467311559,0.8229838658936564,-0.93501624268541494,0.35460488704253534,1,1483784.18,64.52,1659.6842202054
1,2010-12-03,2010,12,48,TRUE,1548033.78,Non-Holiday,49.27,2.708,211.607193,7.838,1955624.11,1483784.18,1551659.28,1508239.93,1621386.7650000001,1522857.41375,1497718.1120930237,105951.22097055957,-0.46472317204376834,0.88545602565321,-0.8229838658936562,0.5680647467311561,0,0,0,1658.577178734
1,2010-12-10,2010,12,49,TRUE,1682614.26,Non-Holiday,46.33,2.843,211.4659526,7.838,1548033.78,1955624.11,1494479.49,1459409.1,1620480.3900000001,1527831.645,1498861.6500000004,105008.39373862647,-0.35460488704253595,0.9350162426854147,-0.6631226582407957,0.7485107481711006,0,0,0,1657.4701364788
1,2010-12-17,2010,12,50,TRUE,1891034.93,Non-Holiday,49.84,2.869,211.4053124,7.838,1682614.26,1548033.78,1483784.18,1345454,1667514.0825,1555732.29,1502945.0413333336,107309.75404682847,-0.2393156642875578,0.970941817426052,-0.4647231720437686,0.8854560256532099,0,0,0,1656.9948385912
1,2010-12-24,2010,12,51,TRUE,2387950.2,Non-Holiday,52.33,2.886,211.4051222,7.838,1891034.93,1682614.26,1955624.11,1384209.22,1769326.77,1623929.90625,1511381.7780434787,120283.34289486581,-0.12053668025532363,0.992708874098054,-0.2393156642875589,0.9709418174260518,0,0,0,1656.9933478036
1,2010-12-31,2010,12,52,TRUE,1367320.01,Holiday,48.43,2.943,211.4049321,7.838,2387950.2,1891034.93,1548033.78,1551659.28,1877408.2925,1749397.52875,1530032.1700000006,173668.53071244186,6.432490598706546e-16,1,1.2864981197413093e-15,1,1,2387950.2,48.43,1656.9918577998
1,2011-01-07,2011,1,1,FALSE,1444732.28,Non-Holiday,48.27,2.976,211.4047419,7.742,1367320.01,2387950.2,1682614.26,1494479.49,1832229.85,1726355.12,1526642.333333334,173414.203791412,0.12053668025532305,0.992708874098054,0.23931566428755774,0.970941817426052,0,0,0,1636.6955117898
1,2011-01-14,2011,1,2,FALSE,1391013.96,Non-Holiday,35.4,2.983,211.4574109,7.742,1444732.28,1367320.01,1891034.93,1483784.18,1772759.355,1720136.71875,1524970.6995918374,172025.84433892064,0.23931566428755774,0.970941817426052,0.4647231720437685,0.8854560256532099,0,0,0,1637.1032751878001
1,2011-01-21,2011,1,3,FALSE,1327405.42,Non-Holiday,44.04,3.016,211.8272343,7.742,1391013.96,1444732.28,2387950.2,1955624.11,1647754.1125,1708540.4412500001,1522291.5648000005,171326.42439657872,0.3546048870425356,0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1639.9664479505998
1,2011-01-28,2011,1,4,FALSE,1316899.31,Non-Holiday,43.83,3.01,212.1970577,7.742,1327405.42,1391013.96,1367320.01,1548033.78,1382617.9175,1630013.105,1518470.2678431377,171776.93449382033,0.4647231720437685,0.8854560256532099,0.8229838658936564,0.5680647467311559,0,0,0,1642.8296207134
1,2011-02-04,2011,2,5,FALSE,1606629.58,Non-Holiday,42.27,2.989,212.5668812,7.742,1316899.31,1327405.42,1444732.28,1682614.26,1370012.7425,1601121.2962500001,1514593.9032692313,172354.87568444698,0.5680647467311558,0.8229838658936564,0.9350162426854148,0.35460488704253557,0,0,0,1645.6927942504
1,2011-02-11,2011,2,6,FALSE,1649614.93,Holiday,36.39,3.022,212.9367046,7.742,1606629.58,1316899.31,1391013.96,1891034.93,1410487.0675,1591623.21125,1516330.4254716986,171179.7746798033,0.6631226582407952,0.7485107481711011,0.992708874098054,0.120536680255323,1,1606629.58,36.39,1648.5559670132002
1,2011-02-18,2011,2,7,FALSE,1686842.78,Non-Holiday,57.36,3.045,213.2478853,7.742,1649614.93,1606629.58,1327405.42,2387950.2,1475137.31,1561445.71125,1518798.6570370377,170536.68503329143,0.7485107481711011,0.6631226582407953,0.992708874098054,-0.1205366802553229,0,0,0,1650.9651279926
1,2011-02-25,2011,2,8,FALSE,1456800.28,Non-Holiday,62.9,3.065,213.535609,7.742,1686842.78,1649614.93,1316899.31,1367320.01,1564996.65,1473807.28375,1521854.0047272735,170464.31164297435,0.8229838658936564,0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1653.192684878
1,2011-03-04,2011,3,9,FALSE,1636263.41,Non-Holiday,59.58,3.288,213.8233327,7.742,1456800.28,1686842.78,1606629.58,1444732.28,1599971.8925,1484992.3175,1520692.3310714292,169154.98497879616,0.8854560256532099,0.4647231720437686,0.8229838658936566,-0.5680647467311556,0,0,0,1655.4202417634
1,2011-03-11,2011,3,10,FALSE,1553191.63,Non-Holiday,53.56,3.459,214.1110564,7.742,1636263.41,1456800.28,1649614.93,1391013.96,1607380.35,1508933.70875,1522719.8938596498,168349.74285921603,0.9350162426854148,0.35460488704253557,0.6631226582407952,-0.7485107481711012,0,0,0,1657.6477986488
1,2011-03-18,2011,3,11,FALSE,1576818.06,Non-Holiday,62.76,3.488,214.3627114,7.742,1553191.63,1636263.41,1686842.78,1327405.42,1583274.525,1529205.9175,1523245.26862069,166939.27065862218,0.970941817426052,0.23931566428755804,0.46472317204376906,-0.8854560256532096,0,0,0,1659.5961116588
1,2011-03-25,2011,3,12,FALSE,1541102.38,Non-Holiday,69.97,3.473,214.5999389,7.742,1576818.06,1553191.63,1456800.28,1316899.31,1555768.345,1560382.4975,1524153.2820338989,165662.87823437236,0.992708874098054,0.120536680255323,0.23931566428755766,-0.970941817426052,0,0,0,1661.4327269638002
1,2011-04-01,2011,4,13,FALSE,1495064.75,Non-Holiday,59.17,3.524,214.8371664,7.682,1541102.38,1576818.06,1636263.41,1606629.58,1576843.8699999999,1588407.88125,1524435.7670000005,164290.8827012514,1,-1.6081226496766366e-16,-3.216245299353273e-16,-1,0,0,0,1650.3791122848002
1,2011-04-08,2011,4,14,FALSE,1614259.35,Non-Holiday,67.84,3.622,215.0743939,7.682,1495064.75,1541102.38,1553191.63,1649614.93,1541544.205,1574462.2774999999,1523954.2749180333,162981.35079138554,0.992708874098054,-0.1205366802553229,-0.23931566428755746,-0.9709418174260521,0,0,0,1652.2014939398
1,2011-04-15,2011,4,15,FALSE,1559889,Non-Holiday,71.27,3.743,215.2918561,7.682,1614259.35,1495064.75,1576818.06,1686842.78,1556811.135,1570042.83,1525410.8083870972,162061.40001675332,0.9709418174260521,-0.23931566428755752,-0.46472317204376806,-0.8854560256532101,0,0,0,1653.8720385602
1,2011-04-22,2011,4,16,FALSE,1564819.81,Non-Holiday,72.99,3.807,215.4599053,7.682,1559889,1614259.35,1541102.38,1456800.28,1552578.87,1554173.6075,1525958.0812698416,160827.79482157584,0.93501624268541494,-0.35460488704253545,-0.663122658240795,-0.7485107481711013,0,0,0,1655.1629925146
1,2011-04-29,2011,4,17,FALSE,1455090.69,Non-Holiday,72.03,3.81,215.6279544,7.682,1564819.81,1559889,1495064.75,1636263.41,1558508.2275,1567676.04875,1526565.2957812503,159639.1512201259,0.8854560256532099,-0.4647231720437685,-0.8229838658936564,-0.5680647467311559,0,0,0,1656.4539457008
1,2011-05-06,2011,5,18,FALSE,1629391.28,Non-Holiday,64.61,3.906,215.7960035,7.682,1455090.69,1564819.81,1614259.35,1553191.63,1548514.7125,1545029.45875,1525465.6864615388,158650.4709525374,0.8229838658936566,-0.5680647467311556,-0.9350162426854147,-0.3546048870425359,0,0,0,1657.744898887
1,2011-05-13,2011,5,19,FALSE,1604775.58,Non-Holiday,75.64,3.899,215.9640526,7.682,1629391.28,1455090.69,1559889,1576818.06,1552297.695,1554554.415,1527040.316666667,157954.97345996357,0.7485107481711013,-0.663122658240795,-0.992708874098054,-0.12053668025532356,0,0,0,1659.0358520732002
1,2011-05-20,2011,5,20,FALSE,1428218.27,Non-Holiday,67.63,3.907,215.7339202,7.682,1604775.58,1629391.28,1564819.81,1541102.38,1563519.34,1558049.105,1528200.5444776122,157054.8739943133,0.6631226582407952,-0.7485107481711012,-0.992708874098054,0.12053668025532321,0,0,0,1657.2679749764002
1,2011-05-27,2011,5,21,FALSE,1466046.67,Non-Holiday,77.72,3.786,215.5037878,7.682,1428218.27,1604775.58,1455090.69,1495064.75,1529368.955,1543938.59125,1526730.2169117648,156359.64808524543,0.5680647467311558,-0.8229838658936564,-0.9350162426854148,0.35460488704253557,0,0,0,1655.5000978796002
1,2011-06-03,2011,6,22,FALSE,1635078.41,Non-Holiday,83,3.699,215.2736553,7.682,1466046.67,1428218.27,1629391.28,1614259.35,1532107.95,1540311.33125,1525850.7452173915,155391.8008748166,0.46472317204376906,-0.8854560256532096,-0.822983865893657,0.5680647467311548,0,0,0,1653.7322200146
1,2011-06-10,2011,6,23,FALSE,1588948.32,Non-Holiday,83.13,3.648,215.0435229,7.682,1635078.41,1466046.67,1604775.58,1559889,1533529.7325,1542913.71375,1527411.1404285717,154821.3928180284,0.35460488704253584,-0.9350162426854147,-0.6631226582407955,0.7485107481711009,0,0,0,1651.9643429178
1,2011-06-17,2011,6,24,FALSE,1532114.86,Non-Holiday,86.41,3.637,214.9980596,7.682,1588948.32,1635078.41,1428218.27,1564819.81,1529572.9175,1546546.12875,1528277.8612676058,153898.1712958048,0.23931566428755766,-0.970941817426052,-0.46472317204376834,0.88545602565321,0,0,0,1651.6150938472001
1,2011-06-24,2011,6,25,FALSE,1438830.15,Non-Holiday,83.58,3.594,215.0910982,7.682,1532114.86,1588948.32,1466046.67,1455090.69,1555547.065,1542458.01,1528331.1529166668,152826.3568100973,0.12053668025532308,-0.992708874098054,-0.2393156642875578,0.970941817426052,0,0,0,1652.3298163724
1,2011-07-01,2011,7,26,FALSE,1488538.09,Non-Holiday,85.55,3.524,215.1841368,7.962,1438830.15,1532114.86,1635078.41,1629391.28,1548742.935,1540425.4425,1527105.111780822,152132.1146192718,-3.216245299353273e-16,-1,6.432490598706546e-16,1,0,0,0,1713.2960972015999
1,2011-07-08,2011,7,27,FALSE,1534849.64,Non-Holiday,85.83,3.48,215.2771754,7.962,1488538.09,1438830.15,1588948.32,1604775.58,1512107.855,1522818.79375,1526583.9358108111,151166.2981153647,-0.12053668025532283,-0.992708874098054,0.23931566428755732,0.9709418174260521,0,0,0,1714.0368705348
1,2011-07-15,2011,7,28,FALSE,1455119.97,Non-Holiday,88.54,3.575,215.3611087,7.962,1534849.64,1488538.09,1532114.86,1428218.27,1498583.185,1514078.05125,1526694.1452000001,150158.1338751198,-0.23931566428755746,-0.9709418174260521,0.46472317204376795,0.8854560256532102,0,0,0,1714.7051474694
1,2011-07-22,2011,7,29,FALSE,1396926.82,Non-Holiday,85.77,3.651,215.4222784,7.962,1455119.97,1534849.64,1438830.15,1466046.67,1479334.4625,1517440.76375,1525752.3797368424,149389.78264812264,-0.3546048870425356,-0.9350162426854148,0.6631226582407952,0.7485107481711011,0,0,0,1715.1921806208
1,2011-07-29,2011,7,30,FALSE,1352219.79,Non-Holiday,86.83,3.682,215.4834482,7.962,1396926.82,1455119.97,1488538.09,1635078.41,1468858.63,1508800.7825,1524079.3205194806,149131.50460161397,-0.46472317204376806,-0.8854560256532101,0.8229838658936557,0.5680647467311567,0,0,0,1715.6792145683999
1,2011-08-05,2011,8,31,FALSE,1624383.75,Non-Holiday,91.65,3.684,215.544618,7.962,1352219.79,1396926.82,1534849.64,1588948.32,1434779.055,1473443.455,1521875.9932051285,149428.52127173063,-0.5680647467311556,-0.8229838658936566,0.9350162426854147,0.35460488704253607,0,0,0,1716.166248516
1,2011-08-12,2011,8,32,FALSE,1525147.09,Non-Holiday,90.76,3.638,215.6057878,7.962,1624383.75,1352219.79,1455119.97,1532114.86,1457162.5825,1477872.88375,1523173.5597468356,148921.3411092836,-0.663122658240795,-0.7485107481711013,0.9927088740980539,0.12053668025532369,0,0,0,1716.6532824636
1,2011-08-19,2011,8,33,FALSE,1530761.43,Non-Holiday,89.94,3.554,215.6693107,7.962,1525147.09,1624383.75,1396926.82,1438830.15,1474669.3625,1477001.9125,1523198.2288750003,147987.81822001602,-0.7485107481711011,-0.6631226582407952,0.992708874098054,-0.12053668025532309,0,0,0,1717.1590517934
1,2011-08-26,2011,8,34,FALSE,1464693.46,Non-Holiday,87.96,3.523,215.7332258,7.962,1530761.43,1525147.09,1352219.79,1488538.09,1508128.0150000001,1488493.3225,1523291.6017283953,147073.84737578608,-0.8229838658936564,-0.5680647467311559,0.93501624268541494,-0.35460488704253545,0,0,0,1717.6679438196002
1,2011-09-02,2011,9,35,FALSE,1550229.22,Non-Holiday,87.83,3.533,215.7971409,7.962,1464693.46,1530761.43,1624383.75,1534849.64,1536246.4325,1485512.74375,1522576.9902439027,146315.7257125262,-0.8854560256532096,-0.4647231720437691,0.8229838658936571,-0.5680647467311547,0,0,0,1718.1768358457998
1,2011-09-09,2011,9,36,FALSE,1540471.24,Holiday,76,3.546,215.861056,7.962,1550229.22,1464693.46,1525147.09,1455119.97,1517707.8,1487435.19125,1522910.1496385543,145462.92301387904,-0.9350162426854147,-0.3546048870425359,0.6631226582407956,-0.7485107481711006,1,1550229.22,76,1718.685727872
1,2011-09-16,2011,9,37,FALSE,1514259.78,Non-Holiday,79.94,3.526,216.0410526,7.962,1540471.24,1550229.22,1530761.43,1396926.82,1521538.8375,1498104.1,1523119.2102380954,144607.02348323425,-0.970941817426052,-0.23931566428755774,0.4647231720437685,-0.8854560256532099,0,0,0,1720.1188608011998
1,2011-09-23,2011,9,38,FALSE,1380020.27,Non-Holiday,75.8,3.467,216.3758246,7.962,1514259.78,1540471.24,1464693.46,1352219.79,1517413.425,1512770.72,1523014.9816470589,143757.05119546835,-0.992708874098054,-0.12053668025532356,0.23931566428755877,-0.9709418174260518,0,0,0,1722.7843154651998
1,2011-09-30,2011,9,39,FALSE,1394561.83,Non-Holiday,79.69,3.355,216.7105965,7.962,1380020.27,1514259.78,1550229.22,1624383.75,1496245.1275,1516245.78,1521352.2524418605,143738.59333474457,-1,-1.8369701987210297e-16,3.6739403974420594e-16,-1,0,0,0,1725.449769333
1,2011-10-07,2011,10,40,TRUE,1630989.95,Non-Holiday,69.31,3.285,217.0453684,7.866,1394561.83,1380020.27,1540471.24,1525147.09,1457328.28,1487518.04,1519894.8912643678,143547.75680855676,-0.992708874098054,0.12053668025532321,-0.23931566428755807,-0.9709418174260519,0,0,0,1707.2788678344
1,2011-10-14,2011,10,41,TRUE,1493525.93,Non-Holiday,71.74,3.274,217.3552733,7.866,1630989.95,1394561.83,1514259.78,1530761.43,1479957.9575,1500748.3975,1521157.3351136365,143214.72471340143,-0.9709418174260521,0.23931566428755738,-0.46472317204376784,-0.8854560256532102,0,0,0,1709.7165797777998
1,2011-10-21,2011,10,42,TRUE,1502562.78,Non-Holiday,63.71,3.353,217.5159762,7.866,1493525.93,1630989.95,1380020.27,1464693.46,1474774.495,1496093.96,1520846.8698876407,142437.65302499046,-0.9350162426854148,0.35460488704253557,-0.6631226582407952,-0.7485107481711012,0,0,0,1710.9806687892
1,2011-10-28,2011,10,43,TRUE,1445249.09,Non-Holiday,66.57,3.372,217.6766791,7.866,1502562.78,1493525.93,1394561.83,1550229.22,1505410.1225,1500827.625,1520643.7133333336,141657.08823874398,-0.8854560256532101,0.464723172043768,-0.8229838658936557,-0.5680647467311568,0,0,0,1712.2447578006
1,2011-11-04,2011,11,44,TRUE,1697229.58,Non-Holiday,54.98,3.332,217.837382,7.866,1445249.09,1502562.78,1630989.95,1540471.24,1518081.9375,1487705.1087500001,1519815.2009890112,141095.69826218742,-0.822983865893657,0.5680647467311548,-0.9350162426854141,-0.35460488704253784,0,0,0,1713.5088468119998
1,2011-11-11,2011,11,45,TRUE,1594938.89,Non-Holiday,59.11,3.297,217.9980849,7.866,1697229.58,1445249.09,1493525.93,1514259.78,1534641.845,1507299.90125,1521743.6181521744,141527.43531628617,-0.7485107481711011,0.6631226582407952,-0.992708874098054,-0.12053668025532294,0,0,0,1714.7729358234
1,2011-11-18,2011,11,46,TRUE,1539483.7,Non-Holiday,62.25,3.308,218.2205088,7.866,1594938.89,1697229.58,1502562.78,1380020.27,1559995.085,1517384.79,1522530.6640860217,140966.758642526,-0.6631226582407955,0.7485107481711009,-0.9927088740980541,0.12053668025532208,0,0,0,1716.5225222208
